"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 29 23:10:51 GMT 2020","Sun Nov 29 23:10:54 GMT 2020","2901","","","","","","Validate search",""
"passed","Sun Nov 29 23:12:58 GMT 2020","Sun Nov 29 23:13:01 GMT 2020","2769","","","","","","8 Validate search",""
"passed","Sun Nov 29 23:10:59 GMT 2020","Sun Nov 29 23:11:02 GMT 2020","2672","","","","","","Validate left menu -- @1.3 ",""
"passed","Sun Nov 29 23:12:26 GMT 2020","Sun Nov 29 23:12:28 GMT 2020","2648","","","","","","5 Validate left menu -- @1.3 ",""
"passed","Sun Nov 29 23:13:09 GMT 2020","Sun Nov 29 23:13:10 GMT 2020","1255","","","","","","8 Validate left menu -- @1.4 ",""
"passed","Sun Nov 29 23:11:40 GMT 2020","Sun Nov 29 23:11:42 GMT 2020","1575","","","","","","2 Validate left menu -- @1.1 ",""
"passed","Sun Nov 29 23:11:22 GMT 2020","Sun Nov 29 23:11:23 GMT 2020","1545","","","","","","1 Validate left menu -- @1.4 ",""
"passed","Sun Nov 29 23:13:06 GMT 2020","Sun Nov 29 23:13:09 GMT 2020","2709","","","","","","8 Validate left menu -- @1.3 ",""
"passed","Sun Nov 29 23:11:35 GMT 2020","Sun Nov 29 23:11:37 GMT 2020","1410","","","","","","10 Validate left menu -- @1.4 ",""
"passed","Sun Nov 29 23:11:23 GMT 2020","Sun Nov 29 23:11:25 GMT 2020","1322","","","","","","1 Validate left menu -- @1.5 ",""
"passed","Sun Nov 29 23:13:01 GMT 2020","Sun Nov 29 23:13:03 GMT 2020","1486","","","","","","8 Validate left menu -- @1.1 ",""
"passed","Sun Nov 29 23:11:49 GMT 2020","Sun Nov 29 23:11:51 GMT 2020","1266","","","","","","2 Validate left menu -- @1.5 ",""
"passed","Sun Nov 29 23:11:15 GMT 2020","Sun Nov 29 23:11:19 GMT 2020","3996","","","","","","1 Validate left menu -- @1.2 ",""
