"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 29 23:48:02 GMT 2020","Sun Nov 29 23:48:07 GMT 2020","5698","","","","","","4 Validate left menu -- @1.20 ",""
"passed","Sun Nov 29 23:45:18 GMT 2020","Sun Nov 29 23:45:26 GMT 2020","7992","","","","","","2 Validate left menu -- @1.1 ",""
"passed","Sun Nov 29 23:48:05 GMT 2020","Sun Nov 29 23:48:12 GMT 2020","6851","","","","","","6 Validate left menu -- @1.21 ",""
"passed","Sun Nov 29 23:45:19 GMT 2020","Sun Nov 29 23:45:26 GMT 2020","7427","","","","","","6 Validate left menu -- @1.1 ",""
"passed","Sun Nov 29 23:48:57 GMT 2020","Sun Nov 29 23:49:04 GMT 2020","6590","","","","","","7 Validate left menu -- @1.28 ",""
"passed","Sun Nov 29 23:46:29 GMT 2020","Sun Nov 29 23:46:41 GMT 2020","11604","","","","","","1 Validate left menu -- @1.8 ",""
"passed","Sun Nov 29 23:45:05 GMT 2020","Sun Nov 29 23:45:19 GMT 2020","13877","","","","","","8 Validate search",""
"passed","Sun Nov 29 23:48:23 GMT 2020","Sun Nov 29 23:48:31 GMT 2020","8236","","","","","","3 Validate left menu -- @1.21 ",""
"passed","Sun Nov 29 23:46:28 GMT 2020","Sun Nov 29 23:46:38 GMT 2020","10082","","","","","","7 Validate left menu -- @1.8 ",""
"passed","Sun Nov 29 23:47:57 GMT 2020","Sun Nov 29 23:48:02 GMT 2020","5304","","","","","","5 Validate left menu -- @1.20 ",""
"passed","Sun Nov 29 23:49:05 GMT 2020","Sun Nov 29 23:49:08 GMT 2020","3569","","","","","","4 Validate left menu -- @1.29 ",""
"passed","Sun Nov 29 23:45:58 GMT 2020","Sun Nov 29 23:46:04 GMT 2020","6116","","","","","","8 Validate left menu -- @1.5 ",""
"passed","Sun Nov 29 23:45:52 GMT 2020","Sun Nov 29 23:45:59 GMT 2020","6375","","","","","","1 Validate left menu -- @1.4 ",""
"passed","Sun Nov 29 23:47:31 GMT 2020","Sun Nov 29 23:47:42 GMT 2020","11706","","","","","","2 Validate left menu -- @1.17 ",""
"passed","Sun Nov 29 23:46:52 GMT 2020","Sun Nov 29 23:47:04 GMT 2020","11788","","","","","","5 Validate left menu -- @1.12 ",""
"passed","Sun Nov 29 23:47:06 GMT 2020","Sun Nov 29 23:47:15 GMT 2020","8283","","","","","","2 Validate left menu -- @1.13 ",""
"passed","Sun Nov 29 23:45:19 GMT 2020","Sun Nov 29 23:45:27 GMT 2020","8300","","","","","","5 Validate left menu -- @1.1 ",""
"passed","Sun Nov 29 23:48:13 GMT 2020","Sun Nov 29 23:48:17 GMT 2020","4209","","","","","","3 Validate left menu -- @1.19 ",""
"passed","Sun Nov 29 23:46:11 GMT 2020","Sun Nov 29 23:46:24 GMT 2020","13346","","","","","","2 Validate left menu -- @1.7 ",""
"passed","Sun Nov 29 23:45:53 GMT 2020","Sun Nov 29 23:45:58 GMT 2020","5311","","","","","","8 Validate left menu -- @1.4 ",""
"passed","Sun Nov 29 23:46:11 GMT 2020","Sun Nov 29 23:46:28 GMT 2020","16759","","","","","","7 Validate left menu -- @1.7 ",""
"passed","Sun Nov 29 23:46:46 GMT 2020","Sun Nov 29 23:46:50 GMT 2020","4410","","","","","","1 Validate left menu -- @1.10 ",""
"passed","Sun Nov 29 23:48:07 GMT 2020","Sun Nov 29 23:48:14 GMT 2020","7132","","","","","","7 Validate left menu -- @1.21 ",""
"passed","Sun Nov 29 23:46:01 GMT 2020","Sun Nov 29 23:46:09 GMT 2020","7547","","","","","","3 Validate left menu -- @1.5 ",""
"passed","Sun Nov 29 23:46:38 GMT 2020","Sun Nov 29 23:46:44 GMT 2020","5941","","","","","","4 Validate left menu -- @1.9 ",""
"passed","Sun Nov 29 23:45:51 GMT 2020","Sun Nov 29 23:45:57 GMT 2020","5879","","","","","","6 Validate left menu -- @1.4 ",""
"passed","Sun Nov 29 23:48:44 GMT 2020","Sun Nov 29 23:48:49 GMT 2020","5235","","","","","","6 Validate left menu -- @1.26 ",""
"passed","Sun Nov 29 23:47:33 GMT 2020","Sun Nov 29 23:47:46 GMT 2020","12925","","","","","","7 Validate left menu -- @1.17 ",""
"passed","Sun Nov 29 23:45:58 GMT 2020","Sun Nov 29 23:46:04 GMT 2020","6748","","","","","","Validate left menu -- @1.5 ",""
"passed","Sun Nov 29 23:46:33 GMT 2020","Sun Nov 29 23:46:44 GMT 2020","10812","","","","","","3 Validate left menu -- @1.8 ",""
"passed","Sun Nov 29 23:45:04 GMT 2020","Sun Nov 29 23:45:17 GMT 2020","12918","","","","","","7 Validate search",""
"passed","Sun Nov 29 23:49:12 GMT 2020","Sun Nov 29 23:49:14 GMT 2020","1949","","","","","","8 Validate left menu -- @1.30 ",""
"passed","Sun Nov 29 23:48:39 GMT 2020","Sun Nov 29 23:48:43 GMT 2020","4716","","","","","","7 Validate left menu -- @1.25 ",""
