"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 29 23:31:21 GMT 2020","Sun Nov 29 23:31:23 GMT 2020","2008","","","","","","7 Validate left menu -- @1.24 ",""
"passed","Sun Nov 29 23:21:52 GMT 2020","Sun Nov 29 23:21:55 GMT 2020","2971","","","","","","10 Validate left menu -- @1.13 ",""
"passed","Sun Nov 29 23:32:54 GMT 2020","Sun Nov 29 23:32:56 GMT 2020","1838","","","","","","8 Validate left menu -- @1.25 ",""
"passed","Sun Nov 29 23:29:22 GMT 2020","Sun Nov 29 23:29:23 GMT 2020","1874","","","","","","6 Validate left menu -- @1.15 ",""
"passed","Sun Nov 29 23:21:09 GMT 2020","Sun Nov 29 23:21:12 GMT 2020","3193","","","","","","1 Validate left menu -- @1.23 ",""
"passed","Sun Nov 29 23:27:20 GMT 2020","Sun Nov 29 23:27:23 GMT 2020","3724","","","","","","5 Validate left menu -- @1.3 ",""
"passed","Sun Nov 29 23:31:13 GMT 2020","Sun Nov 29 23:31:18 GMT 2020","5007","","","","","","7 Validate left menu -- @1.22 ",""
"passed","Sun Nov 29 23:30:51 GMT 2020","Sun Nov 29 23:30:53 GMT 2020","1957","","","","","","7 Validate left menu -- @1.14 ",""
"passed","Sun Nov 29 23:28:43 GMT 2020","Sun Nov 29 23:28:45 GMT 2020","1935","","","","","","6 Validate left menu -- @1.1 ",""
"passed","Sun Nov 29 23:22:57 GMT 2020","Sun Nov 29 23:22:59 GMT 2020","1795","","","","","","2 Validate left menu -- @1.1 ",""
"passed","Sun Nov 29 23:21:35 GMT 2020","Sun Nov 29 23:21:39 GMT 2020","4093","","","","","","10 Validate left menu -- @1.7 ",""
"passed","Sun Nov 29 23:25:32 GMT 2020","Sun Nov 29 23:25:34 GMT 2020","1843","","","","","","3 Validate left menu -- @1.29 ",""
"passed","Sun Nov 29 23:24:20 GMT 2020","Sun Nov 29 23:24:22 GMT 2020","2012","","","","","","3 Validate left menu -- @1.4 ",""
"passed","Sun Nov 29 23:27:41 GMT 2020","Sun Nov 29 23:27:43 GMT 2020","2052","","","","","","5 Validate left menu -- @1.10 ",""
"passed","Sun Nov 29 23:22:54 GMT 2020","Sun Nov 29 23:22:57 GMT 2020","3132","","","","","","2 Validate search",""
"passed","Sun Nov 29 23:27:50 GMT 2020","Sun Nov 29 23:27:53 GMT 2020","3231","","","","","","5 Validate left menu -- @1.13 ",""
"passed","Sun Nov 29 23:20:56 GMT 2020","Sun Nov 29 23:20:59 GMT 2020","2917","","","","","","1 Validate left menu -- @1.18 ",""
"passed","Sun Nov 29 23:26:24 GMT 2020","Sun Nov 29 23:26:26 GMT 2020","2477","","","","","","4 Validate left menu -- @1.16 ",""
"passed","Sun Nov 29 23:21:59 GMT 2020","Sun Nov 29 23:22:01 GMT 2020","2414","","","","","","10 Validate left menu -- @1.16 ",""
"passed","Sun Nov 29 23:23:17 GMT 2020","Sun Nov 29 23:23:20 GMT 2020","3267","","","","","","2 Validate left menu -- @1.8 ",""
"passed","Sun Nov 29 23:26:56 GMT 2020","Sun Nov 29 23:27:01 GMT 2020","4946","","","","","","4 Validate left menu -- @1.27 ",""
"passed","Sun Nov 29 23:20:39 GMT 2020","Sun Nov 29 23:20:43 GMT 2020","4299","","","","","","1 Validate left menu -- @1.12 ",""
"passed","Sun Nov 29 23:28:33 GMT 2020","Sun Nov 29 23:28:36 GMT 2020","3292","","","","","","5 Validate left menu -- @1.28 ",""
"passed","Sun Nov 29 23:20:08 GMT 2020","Sun Nov 29 23:20:11 GMT 2020","3338","","","","","","1 Validate search",""
"passed","Sun Nov 29 23:21:48 GMT 2020","Sun Nov 29 23:21:52 GMT 2020","4359","","","","","","10 Validate left menu -- @1.12 ",""
"passed","Sun Nov 29 23:24:10 GMT 2020","Sun Nov 29 23:24:12 GMT 2020","2383","","","","","","3 Validate left menu -- @1.1 ",""
"passed","Sun Nov 29 23:27:30 GMT 2020","Sun Nov 29 23:27:35 GMT 2020","5265","","","","","","5 Validate left menu -- @1.7 ",""
"passed","Sun Nov 29 23:22:40 GMT 2020","Sun Nov 29 23:22:43 GMT 2020","2547","","","","","","10 Validate left menu -- @1.31 ",""
"passed","Sun Nov 29 23:23:52 GMT 2020","Sun Nov 29 23:23:54 GMT 2020","2314","","","","","","2 Validate left menu -- @1.21 ",""
"passed","Sun Nov 29 23:21:02 GMT 2020","Sun Nov 29 23:21:05 GMT 2020","2351","","","","","","1 Validate left menu -- @1.21 ",""
"passed","Sun Nov 29 23:22:47 GMT 2020","Sun Nov 29 23:22:50 GMT 2020","3007","","","","","","10 Validate left menu -- @1.33 ",""
"passed","Sun Nov 29 23:24:46 GMT 2020","Sun Nov 29 23:24:50 GMT 2020","3625","","","","","","3 Validate left menu -- @1.13 ",""
"passed","Sun Nov 29 23:26:37 GMT 2020","Sun Nov 29 23:26:39 GMT 2020","2012","","","","","","4 Validate left menu -- @1.20 ",""
"passed","Sun Nov 29 23:24:24 GMT 2020","Sun Nov 29 23:24:27 GMT 2020","2437","","","","","","3 Validate left menu -- @1.6 ",""
"passed","Sun Nov 29 23:30:13 GMT 2020","Sun Nov 29 23:30:18 GMT 2020","5377","","","","","","7 Validate left menu -- @1.2 ",""
"passed","Sun Nov 29 23:30:18 GMT 2020","Sun Nov 29 23:30:21 GMT 2020","3259","","","","","","7 Validate left menu -- @1.3 ",""
"passed","Sun Nov 29 23:20:46 GMT 2020","Sun Nov 29 23:20:48 GMT 2020","1640","","","","","","1 Validate left menu -- @1.14 ",""
"passed","Sun Nov 29 23:30:02 GMT 2020","Sun Nov 29 23:30:04 GMT 2020","2142","","","","","","6 Validate left menu -- @1.29 ",""
"passed","Sun Nov 29 23:30:04 GMT 2020","Sun Nov 29 23:30:07 GMT 2020","2264","","","","","","6 Validate left menu -- @1.30 ",""
"passed","Sun Nov 29 23:34:41 GMT 2020","Sun Nov 29 23:34:44 GMT 2020","2994","","","","","","9 Validate left menu -- @1.28 ",""
"passed","Sun Nov 29 23:33:40 GMT 2020","Sun Nov 29 23:33:42 GMT 2020","1862","","","","","","9 Validate left menu -- @1.5 ",""
"passed","Sun Nov 29 23:23:38 GMT 2020","Sun Nov 29 23:23:41 GMT 2020","2463","","","","","","2 Validate left menu -- @1.16 ",""
"passed","Sun Nov 29 23:32:28 GMT 2020","Sun Nov 29 23:32:31 GMT 2020","2433","","","","","","8 Validate left menu -- @1.16 ",""
"passed","Sun Nov 29 23:27:12 GMT 2020","Sun Nov 29 23:27:15 GMT 2020","2434","","","","","","5 Validate left menu -- @1.1 ",""
"passed","Sun Nov 29 23:26:39 GMT 2020","Sun Nov 29 23:26:42 GMT 2020","2720","","","","","","4 Validate left menu -- @1.21 ",""
