"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 23 16:13:48 GMT 2020","Mon Nov 23 16:13:52 GMT 2020","4617","","","","","","Invalid login - data table",""
"passed","Mon Nov 23 16:13:48 GMT 2020","Mon Nov 23 16:13:50 GMT 2020","2112","","","","","","Validate search",""
"passed","Mon Nov 23 16:13:53 GMT 2020","Mon Nov 23 16:13:54 GMT 2020","1351","","","","","","Validate left menu -- @1.3 ",""
"passed","Mon Nov 23 16:13:51 GMT 2020","Mon Nov 23 16:13:53 GMT 2020","2250","","","","","","Validate left menu -- @1.2 ",""
"passed","Mon Nov 23 16:13:55 GMT 2020","Mon Nov 23 16:13:55 GMT 2020","466","","","","","","Validate left menu -- @1.5 ",""
"passed","Mon Nov 23 16:13:54 GMT 2020","Mon Nov 23 16:13:55 GMT 2020","453","","","","","","Validate left menu -- @1.4 ",""
"passed","Mon Nov 23 16:13:50 GMT 2020","Mon Nov 23 16:13:51 GMT 2020","697","","","","","","Validate left menu -- @1.1 ",""
